¹øÈ£,»ç¾÷Àå¸í,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,ÁÂÇ¥Á¤º¸(x),ÁÂÇ¥Á¤º¸(y),lat,lng
2544,¾î¸ÞÀÌÂ¡ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àü³óµ¿ 32-4¹øÁö Àü³óµ¿ÇÏ¿ì½ºÅä¸®,205102.874915953,452765.708982856,37.5771601,127.0585144
2549,PT studio one,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ Ã»´ãµ¿ 1-10¹øÁö,203478.068514665,446692.797090357,37.5224058,127.0400466
2551,°¡µð¾ð ¿Àºê °¶·°½Ã PT,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 19-9¹øÁö Àá½ÇÆÄÀÎ¾ÖÇÃ»ó°¡,207373.50021477,445545.656024061,37.5120464,127.0841726
2553,Ã¤À°°ü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 196-11 ½ºÄ«ÀÌºô,196751.039984113,441401.929194321,37.47476959999999,126.9640433
2554,Á÷¼± ÆÛ½º³ÎÆ®·¹ÀÌ´×(Àå¾ÈÁ¡),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 369-2¹øÁö,206199.354351212,452193.577797234,37.5719615,127.0709178
2563,¹Ùµð·¯³Ê½º ÁÖ½ÄÈ¸»ç,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 77-4¹øÁö ¼ÛÆÄKCCÀ£Ã÷Å¸¿ö,210732.145627948,443731.087627262,37.4957127,127.1221519
2565,¿À¾ÆÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿ë»ê±¸ Ã»ÆÄµ¿2°¡ 67-6¹øÁö ÁöÃþ,197020.079403078,449199.411871251,37.5450095,126.9670268
2570,´õºí¿¡ÀÌÇÇÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¿Á¼öµ¿ 563,201174.525137191,449381.829890148,37.54359350000001,127.0134664
2571,(ÁÖ)½ºÆ÷Æ¼Áð ¿¢½Ã¿ÂÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿2°¡ 280-38 ¾ÆÀÎºôµù,205346.246613591,449493.845097306,37.5480192,127.0612407
2575,¼¼½ÉÇÑ PT studio,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ÈïÀÎµ¿ 91¹øÁö ÈïÈ­ºê¶ó¿î ¿ÀÇÇ½ºÅÚ,201432.508538399,451502.723372591,37.5657248,127.0169857
2576,fitness SUIT,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1515-5 ½Å¸²ºôµù ÁöÇÏ1Ãþ, 2~3Ãþ",194289.280781099,440925.014818541,37.4842384,126.9269213
2577,¿¡ÀÌ¿À Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ½Å¸²µ¿ 1421-63,193761.462122181,442552.376302214,37.4851178,126.9302344
2586,Å¥º§·Î(QVELO),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 628-38¹øÁö,202739.392534402,446641.84237763,37.5220217,127.0317366
2587,½ºÆ©µð¿À Å¬¶ó¶ó,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ÀÚ¾çµ¿ 65-1¹øÁö 2Ãþ,205877.28221374,447919.248318372,37.5334659,127.0672262
2591,Á¦ÇÁÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Ã»·®¸®µ¿ 235-4¹øÁö ¹ÌÁÖ»ó°¡,204089.817117361,453314.135663101,37.5820032,127.047128
2597,³ë¿øÁ¡ ½ºÆ÷¾Ö´Ï ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°èµ¿ 746-5¹øÁö »ó°èÁÖ°ø2´ÜÁö¾ÆÆÄÆ®,205341.384982763,460838.369137318,37.6494975,127.0617512
2601,ROD Fitness,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°îµ¿ 422-1¹øÁö,203988.660878939,442467.9981085,37.4843853,127.0458556
2602,¿òÁ÷ÀÌ´Â °ø°£,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 262¹øÁö,203190.428796333,445533.744911971,37.5119944,127.0368533
2610,¸®ÁîÆÛ½º³ÎÆ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ÇÕÁ¤µ¿ 372-22 ¹«¸²ºôµù,192296.161867119,449554.516819348,37.5482026,126.9136152
2614,ÅÂ¹ÎPT GYM,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 281-44¹øÁö 3Ãþ,193834.170862258,456581.908046674,37.6115186,126.9309283
2618,Áö¿ÀÇÊ¶óÅ×½º¾ØÇï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¸·Î±¸ °³ºÀµ¿ 182-1¹øÁö,187532.10017459,443629.732466344,37.4948114,126.8598336
2619,¿îµ¿Àå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 592-4¹øÁö ÀÌ°¡ºôµù,202452.945,446665.43,37.5221892,127.0285363
2629,¿îµ¿¿¬±¸¼Ò,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¿Á¼öµ¿ 284-14 µ¿È£ºôµù,201202.208263001,449016.791086853,37.5433716,127.0143833
2631,¿¡ÀÌÄ¡ÁüÅõ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ÈÖ°æµ¿ 278,205229.857207209,454099.756555333,37.5891527,127.0600221
2632,¿¡ÀÌÄ¡Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ ÈÖ°æµ¿ 278,205229.857207209,454099.756555333,37.5891527,127.0600221
2639,¸®Æûµå Å©·Î½ºÇÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 405-251¹øÁö Çù¼ººôµù,188854.777756378,446887.247767162,37.5242317,126.8749255
2643,¹ÙµðÃ¤³Î µîÃÌ¿ªÁ¡,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã °­¼­±¸ µîÃÌµ¿ 648-6 ºñ¿ø¿ÀÇÇ½ºÅÚ 15Ãþ 1502,1503È£",187999.32555627,449920.361168751,37.5514235,126.8649532
2646,À§°íÁü(WEGO GYM),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ½Å»çµ¿ 662-13¹øÁö ½Å»çµ¿ Sºôµù,203369.459868674,447208.050376621,37.526763,127.0376871
2647,ºä¿¡¸£,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 17-6¹øÁö,192574.919411037,447224.785909095,37.5271582,126.9168489
2648,(ÁÖ) ½ºÆ÷Áü ¾çÆòÁ¡,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¾çÆòµ¿3°¡ 5-4 ¿¡ÀÌ½º ÇÏÀÌÅ×Å©½ÃÆ¼3,190325.849378028,447033.873479894,37.5254501,126.891334
2662,¿¥ºñ¿¤,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 923¹øÁö ¼¼½ÅºñÁ¯ÇÁ¶óÀÚ 509È£,188494.598982992,447318.660520705,37.5279765,126.8706029
2665,Àå¾ÈÈÖÆ®´Ï½º¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ Àå¾Èµ¿ 143-40,205948.697566205,452228.258482223,37.5722258,127.0680969
2668,È÷½ºÅä¸®,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 95-8¹øÁö,199763.867107857,443979.670080782,37.4979679,126.9980892
2669,·¯ºêÀ¯¾î¹Ùµð ÇÇÆ¼ ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1633-4¹øÁö,201904.777194002,443230.687486859,37.4912346,127.0223107
2671,¾î½æ ÇÃ·¹ÀÌ½º Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 760¹øÁö ¸¶°î³ª·ç¿ªº¸Å¸´ÐÇª¸£Áö¿À½ÃÆ¼ ÁöÃþ B-104~B-110È£,184650.0,451667.0,37.5673603,126.8275954
2673,ÇÁ·ÎÇÍ 1:1ÇÇÆ¼ ½ºÆ©µð¿À,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ´ëÈïµ¿ 436-1¹øÁö »ó¼ö¶óÀÌÅ©,194965.128163652,449297.139445195,37.5563291,126.9433804
2675,ºñÄ¡¹Ùµð,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È²ÇÐµ¿ 1596,201985.829607973,451869.587314453,37.5690454,127.0232121
2678,AMGÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 550-1¹øÁö ITÄ³½½,189369.53962474,441629.361414684,37.4768505,126.8811806
2681,¿¤¸®Æ®ÇÍ24,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î5°¡ 84-11¹øÁö ¿¬¼¼´ëÇÐ±³ ¼¼ºê¶õ½ººôµù,197612.995083649,450539.857693464,37.5570572,126.9736211
2685,°¶·¯¸® ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 1268¹øÁö º¹ÇÕ¸ÞµðÄÃÅ¸¿î,187181.28483799,445624.366466149,37.5126666,126.8557682
2694,ºê¶ó¿î ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ È­¾çµ¿ 21-2¹øÁö 2Ãþ,205988.468227018,449527.769210707,37.5479673,127.0683583
2695,¸£¿ÍÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 463-3¹øÁö 6Ãþ,208808.837959863,448909.278896127,37.5423046,127.1004789
3011,½ºÆÄ¿ùµå Áü,¿µ¾÷/Á¤»ó,ÀÎÃµ±¤¿ª½Ã ³²µ¿±¸ ¸¸¼öµ¿ 1044 ´º¼­¿ï¾ÆÆÄÆ®»ó°¡,176501.711905357,437651.418767895,37.4407139,126.7352425
3170,ºñÅ¸¹ÎÈÖÆ®´Ï½º¼¾ÅÍ,¿µ¾÷/Á¤»ó,°æ±âµµ ¾È»ê½Ã ´Ü¿ø±¸ ¼±ºÎµ¿ 1077¹øÁö ¼­¿ïÇÁ¶óÀÚ 601¤ý601-1¤ý605È£,183276.530808057,425771.686562823,37.3338103,126.8120756
3264,½ºÄù¾î Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ Áõ»êµ¿ 164-1¹øÁö 2Ãþ,192093.019112121,453717.323283293,37.5856424,126.9110866
3265,³Ñ¹ö¿øÁü,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 304-2¹øÁö ÆÄ·¹Á¦Æäºôµù 502,503,504È£",193109.419843332,457278.802885165,37.6177691,126.9227183
3266,½ºÅ¸Ä®¸® ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ¿ªÃÌµ¿ 31-6¹øÁö ¾Æ±×³×½º Ç³¸²¾ÆÀÌ¿ø 2Ãþ,192773.974598512,455630.884111772,37.6027993,126.9191735
3267,¸®Ä¡Çï½ºÅ¬·´,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ÀºÆò±¸ °¥Çöµ¿ 392-10¹øÁö 2Ãþ,3Ãþ",192802.928710966,457913.395782448,37.6234656,126.9191901
3268,°í¸±¶ó¸ÖÆ¼Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 311-13¹øÁö ¸ÞÆ®·ÎÅ¸¿ö 6Ãþ,192998.202204135,457479.99522553,37.619634,126.921408
3269,Çï½º¹Ú½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ÀÀ¾Ïµ¿ 591-10¹øÁö 2Ãþ,192385.505701225,454079.80702161,37.5889111,126.9145236
3270,À£¸®½º Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ °¥Çöµ¿ 430-12 4Ãþµ¿,192604.275157665,457522.216118862,37.6199509,126.91686
3271,Ä¿ºê½º ¿¬½Å³»Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 486-17 º£·Î´Ï½º 201È£,192953.133572075,457539.087118661,37.6201254,126.9209501
3272,±¸»ê¿ªÁ¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ±¸»êµ¿ 1-1 5Ãþ,192584.639355994,456538.922729473,37.6111105,126.9168115
3273,¾ÆÀÌ¾ð ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 631-1¹øÁö ´ëÈ£ÇÁ¶óÀÚ¾ÆÆÄÆ® ÁöÃþ,194002.701726955,456937.542510222,37.6147503,126.9328337
3274,ÆÑÅä¸®Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ±¸»êµ¿ 14-40 CN ÈÖÆ®´Ï½º 3Ãþ,192069.689255643,456481.794657666,37.6105638,126.910957
3275,ÀÀ¾Ï¿ªÁ¡ ½ºÆ÷¾Ö´Ï (ÁÖ)ÄÉÀÌµð½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ¿ªÃÌµ¿ 85-12 ¼¾Å¸Æú¸®½º, ÁöÇÏ1Ãþ",192471.660518408,455317.295369423,37.5998561,126.9154719
3276,¸Æ½ºÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ½Å»çµ¿ 7-4,192026.412014375,455494.559012821,37.6016886,126.9104602
3277,Á¦¿ì½ºÁü,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ÀºÆò±¸ ºÒ±¤µ¿ 430-7¹øÁö ÆÄ¶õÃ¤ºôµù 2,3Ãþ",193442.310039617,457752.469675129,37.622088,126.9264101
3278,¸ÚGYMÈÖÆ®´Ï½º(¼ººÏ¿ù°îÁ¡),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ÇÏ¿ù°îµ¿ 70-204 3Ãþ,203163.159640229,455969.662558726,37.6060089,127.0366243
3279,BM ÈÖÆ®´Ï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ º¸¹®µ¿4°¡ 16¹øÁö,201764.474501927,453435.674303164,37.5831371,127.0207501
3280,°ü¸®ÀÇ ±â¼ú,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ÈïÀÎµ¿ 8,201374.79637073,451714.618337112,37.5676767,127.0162571
3281,2002Çï½ºÅ¸¿î,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Áß¸²µ¿ 398-1¹øÁö,196655.581895878,450746.19907568,37.5589451,126.962922
3282,¹þ ¸íº¸Çï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ÀÎÇöµ¿1°¡ 102-5¹øÁö,199345.537896557,451328.888559506,37.564161,126.9933039
3283,´º)¿ùµå½ºÆ÷·£µå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ÈïÀÎµ¿ 13-1¹øÁö,201442.039019479,451619.845549151,37.566813,127.0170721
3285,CMÇï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Ãæ¹«·Î3°¡ 49¹øÁö ¿¤Å©·ç ¸ÞÆ®·Î½ÃÆ¼,199279.677406441,451120.517700578,37.5623375,126.9925969
3286,ÇÇÆ®´Ï½º ¿ùµå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸¸¸®µ¿1°¡ 62-7¹øÁö ¼­¿ï¿ª µð¿Àºô,197034.02843741,450305.644873169,37.555036,126.9671931
3287,¼­¿ïYWCA ½ºÆ÷Ã÷¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸íµ¿1°¡ 1-1,198707.250724717,451387.703445455,37.5648496,126.9861601
3289,¶óÀÌ¿Â½ºÇï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ Ãæ¹«·Î2°¡ 50-6¹øÁö,199023.967503662,451105.474557896,37.562142,126.9896354
3290,¿¥.Æ¼.¿¥ ÈÖÆ®´Ï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸íµ¿2°¡ 31-1¹øÁö,198619.38819773,451135.740279961,37.5624638,126.9851318
3291,°Ç°­°ú¶¡ ÈÖÆ®´Ï½º¼¾Å¸,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ Çà´çµ¿ 17,203684.127182478,450698.570810848,37.5602899,127.0327466
3292,ÀÎÇÇ´ÏÆ¼ ÆÛ½º³Î Æ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ±ÝÈ£µ¿1°¡ 481-5,201772.807083568,450250.366445197,37.5544379,127.0207273
3293,ÇÃ·¯½º ÈÖÆ®´Ï½ºÅ¬·´,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¾È¾Ïµ¿5°¡ 101-27¹øÁö Ã»Æòºôµù 3,4Ãþ",202532.446743573,453873.457421989,37.5870906,127.0294484
3294,¿ù°î°Ç°­·£µå,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ÇÏ¿ù°îµ¿ 27-5¹øÁö ¿ù°î¼Û¸²°Ç°­·£µå,203457.014588706,455741.213733384,37.60142039999999,127.032741
3295,Ã»¸¶½ºÆ÷Ã÷Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ÀåÀ§µ¿ 66-9¹øÁö,204746.21261151,456616.565104138,37.6118122,127.0545188
3296,¹Ù¸¥¿îµ¿¼¾ÅÍ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏµ¿ 184-90¹øÁö 3Ãþ,200364.099704191,454164.609439171,37.5902909,127.0046545
3298,1% ÆÛ½º³Î Æ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ÇÏ¿ù°îµ¿ 29-91¹øÁö ±×¸°ºôµù B1Ãþ,203541.443258939,455577.514836396,37.6025283,127.0408357
3299,3F ÆÛ½º³Î Æ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼±µ¿1°¡ 47¹øÁö 3Åë,201457.375034638,454266.813589715,37.5906507,127.0172626
3300,ÇÑ¼ºÆÐ½ºÆ®Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®µ¿4°¡ 75 ÈïÈ­ºê¶ó¿î µ¿¼Ò¹®ºôµù ÁöÇÏ1Ãþ 101È£,200820.261137542,454256.676715286,37.590588,127.0101324
3301,´õºí¿¥ Çï½ºÄÉ¾î,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½µ¿ 486-1¹øÁö 2Ãþ,202538.630869275,456658.180835335,37.6122156,127.029515
3302,½ÃÆ¼Áü ½Ã±×´ÏÃ³,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ Á¾¾Ïµ¿ 3-1342 Ã»ÇÑ»ó°¡ 2Ãþ,202819.871767584,455458.024657239,37.6014086,127.032695
3303,Áü½ºÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 103-2 3.4Ãþ,210017.471837145,444627.454230899,37.5037468,127.1140739
3304,ÇÑ¼º±â¾÷(ÁÖ)¸£³×»ó½ºÈÖÆ®´Ï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¿À±Ýµ¿ 45-0¹øÁö,211130.032647967,444588.852095099,37.5034369,127.12666
3305,½´³ªÀÌ´õ Áü,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹®Á¤µ¿ 29-24¹øÁö 3,4Ãþ",210878.515429098,443075.872998689,37.4897392,127.1237562
3306,ÀÌ¿¢½º ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ Á¾¾Ïµ¿ 23-59¹øÁö 3Ãþ,4Ãþ",203076.939418852,454483.543109637,37.5926041,127.0356104
3307,ÈÖÆ®´Ï½ºÀÎ¾ØÇÊ¶óÅ×½ºÀÎ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½µ¿ 1080 (ÁöÇÏ2Ãþ),202114.162481174,455887.588103927,37.6052809,127.0246305
3308,ºñÅ¸¹Î ÈÖÆ®´Ï½ºÅ¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ Á¤¸ªµ¿ 465-1¹øÁö Á¤¸ªºôµù 5Ãþ,200934.454826725,455771.666452689,37.604253,127.0113819
3309,ºí·¢¸ÖÆ¼Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼®°üµ¿ 133-45¹øÁö,205669.62299598,456735.513827881,37.6129272,127.064975
3310,ICWC º§·Îµå·Ò,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®µ¿4°¡ 248¹øÁö ÁöÇÏ1Ãþ,201037.553127379,454450.595970047,37.5923683,127.0125487
3311,Ã¼´ëÀÔ½ÃFA,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ º¸¹®µ¿1°¡ 36¹øÁö ÁöÇÏ1Ãþ,201584.787296586,453851.580475777,37.5869248,127.0187756
3312,»õ¸¶À»ÈÖÆ®´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼®°üµ¿ 173-1¹øÁö 2Ãþ,205288.239440116,456677.726693477,37.6123684,127.0606496
3313,ÆÄ¿ö¶óÀÎ ÈÖÆ®´Ï½º Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ Á¤¸ªµ¿ 192-256¹øÁö 3Ãþ,201272.583484748,456250.696637212,37.6085549,127.0151832
3314,¿¡´Ü ÆÛ½º³ÎÆ®·¹ÀÌ´×,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½µ¿ 1163¹øÁö 4Ãþ,202082.994299627,455946.1552792,37.6057605,127.0243654
3315,Á¦·ÎÁü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼®°üµ¿ 220-1¹øÁö 5Ãþ,205232.638999928,456639.798445525,37.6120186,127.0601681
3316,ÆÄÅ©Áü,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ½Å´çµ¿ 368-3¹øÁö,200802.727701072,450100.127638921,37.5531354,127.0098603
3317,È²±Ý½ºÆÄ,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ È²ÇÐµ¿ 2545¹øÁö ·Ôµ¥º£³×Ä¡¾Æ ¸Þ°¡È¦ ÁöÇÏ2Ãþ 2002,201823.908977364,452076.818664092,37.5712378,127.0210085
3318,Ä¿ºê½º ±æÀ½Å¬·´,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½µ¿ 1283-4¹øÁö ±æÀ½´ºÅ¸¿î ·¡¹Ì¾È6´ÜÁö »ó°¡µ¿ 4Ãþ,201964.531844396,455825.760930114,37.6047095,127.0230189
3319,½ºÆ÷À£Áü ¿ù°îÁ¡,¿µ¾÷/Á¤»ó,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ÇÏ¿ù°îµ¿ 227¹øÁö 206~211È£, 217~221È£",203649.811269449,455662.299341418,37.6032359,127.042095
3320,H.M.A.C (HUMAN MOVEMENT ACTIVATION CENTER),¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®µ¿2°¡ 11¹øÁö,200571.630906043,454038.382078893,37.588696,127.0073207
3321,Á¦ÀÌ¿¤½ºÆ÷Ã÷,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¸íµ¿1°¡ 7-12¹øÁö ÅÂÈïºôµù 14Ãþ,198643.162277846,451312.338669161,37.5641021,126.9853711
3322,(ÁÖ)¼¾ÅÍ¿øÀ£´Ï½º,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ¼öÇÏµ¿ 67¹øÁö,198620.934275413,451681.95803574,37.5673583,126.9851356
